review,clean_text,rating,date,bank,source
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me","i would be happy if i got a withdraw system in the application. otherwise, everything is fine for me",4,2025-06-18,Dashen Bank,Google Play
ሙሃጂራ,ሙሃጂራ,1,2025-09-27,Dashen Bank,Google Play
good,good,2,2025-09-01,Dashen Bank,Google Play
"12yr more LC, UCP & ICC & loan","12yr more lc, ucp icc loan",5,2025-11-06,Dashen Bank,Google Play
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen Bank,Google Play
what a helpful app!!!!,what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play
"one step forward, Ethiopian bank and e commerce industry","one step forward, ethiopian bank and e commerce industry",5,2025-08-15,Dashen Bank,Google Play
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,the app has great user interface with comprehensive payments and e commerce platforms. and also it includes unique features such as chat banking and budget.,5,2025-04-22,Dashen Bank,Google Play
it can't do without data or wifi,it can t do without data or wifi,1,2025-09-26,Dashen Bank,Google Play
fast best app,fast best app,5,2025-04-19,Dashen Bank,Google Play
seche,seche,1,2025-08-22,Dashen Bank,Google Play
"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.","the best ui banking app from all those i used, other ethiopian banks i used have a really old ui. this is very neat and easy to use. also so reliable.",5,2025-09-26,Dashen Bank,Google Play
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""","the app keeps getting better with every update! smooth performance, great ui, and top notch security. thank you for making banking so convenient!",5,2025-04-21,Dashen Bank,Google Play
"Fast, Reliable and User Friendly. Keep it Up","fast, reliable and user friendly. keep it up",5,2025-04-22,Dashen Bank,Google Play
best app,best app,5,2025-04-28,Dashen Bank,Google Play
wow,wow,5,2025-10-04,Dashen Bank,Google Play
nice app,nice app,5,2025-09-30,Dashen Bank,Google Play
wooow,wooow,5,2025-11-07,Dashen Bank,Google Play
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!","super up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. designed for a seamless experience, it offers lightning fast transactions, top tier security, and effortless financial management. with super up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen Bank,Google Play
"Appreciated, Always one step ahead!","appreciated, always one step ahead!",5,2025-09-26,Dashen Bank,Google Play
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can t open it if u have solution s pls help me kindly tnx,1,2025-07-28,Dashen Bank,Google Play
"Good actually , but it have to WORK when developer option is on 🙏","good actually , but it have to work when developer option is on",5,2025-04-21,Dashen Bank,Google Play
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.","the ui is impressive, but adding an atm withdrawal feature for cardless cash access would enhance functionality. this may require updates to the atm system as well. please consider this, dev team.",4,2025-10-22,Dashen Bank,Google Play
best of best,best of best,5,2025-04-29,Dashen Bank,Google Play
it too slow,it too slow,3,2025-05-29,Dashen Bank,Google Play
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,3,2025-05-18,Dashen Bank,Google Play
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,the app is very backward and doesn t always work. if it works three hours out of 24 hours it s great!,1,2025-04-14,Dashen Bank,Google Play
I really appreciate but we can't use it if don't have balance or data access,i really appreciate but we can t use it if don t have balance or data access,2,2025-10-01,Dashen Bank,Google Play
excellent mobile banking digital,excellent mobile banking digital,5,2025-08-24,Dashen Bank,Google Play
"There are plenty of features missed e. g electricity bill, water bill payments","there are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen Bank,Google Play
best app I have ever seen,best app i have ever seen,5,2025-04-29,Dashen Bank,Google Play
u need to start cash out service,u need to start cash out service,4,2025-07-22,Dashen Bank,Google Play
good,good,5,2025-10-06,Dashen Bank,Google Play
Wow! like his name Super App...,wow! like his name super app...,5,2025-04-21,Dashen Bank,Google Play
ምርጫዬ ነው,ምርጫዬ ነው,5,2025-04-13,Dashen Bank,Google Play
good,good,5,2025-11-29,Dashen Bank,Google Play
great 👍,great,5,2025-09-02,Dashen Bank,Google Play
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!","the app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. it s saved me a lot of time and made banking way more convenient. definitely worth checking out!",5,2025-04-21,Dashen Bank,Google Play
it fast service,it fast service,5,2025-09-29,Dashen Bank,Google Play
super 😎,super,5,2025-05-13,Dashen Bank,Google Play
my favorite 💗💗💗,my favorite,5,2025-08-11,Dashen Bank,Google Play
"It's an amazing app, experience it!!","it s an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play
it's so boring,it s so boring,1,2025-11-04,Dashen Bank,Google Play
Best Performing and Fast Financial app,best performing and fast financial app,5,2025-08-12,Dashen Bank,Google Play
nice app,nice app,5,2025-09-27,Dashen Bank,Google Play
Good,good,5,2025-08-11,Dashen Bank,Google Play
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!","a proudly ethiopian innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers and sellers. very impressed with the new updates, the e commerce section is smooth and supports ethiopian merchants!",5,2025-04-21,Dashen Bank,Google Play
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.","dashen bank super up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen Bank,Google Play
Good 👍,good,5,2025-08-05,Dashen Bank,Google Play
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!","dashen bank super app is fast, reliable, and super easy to use. all my banking needs are handled smoothly in one place. clean design and seamless experience highly recommended!",5,2025-04-21,Dashen Bank,Google Play
